1,8721197.125533344,4523.715130403124
2,4066818.6909873867,2577.795892480869
3,2948605.8665785524,1820.3123839834395
4,2193870.7995659667,1349.2318718892586
5,1534641.4052217063,1083.9323803979196
6,1053908.6710351314,738.3386056459744
7,1127219.8776881492,728.1335075152767
8,1023111.6723347739,688.4736707929279
1,4164570.68361112,3817.5443087453923
2,3954218.5273283245,2288.0543419588835
3,1881896.2329079956,1291.6575002524808
4,1436840.038987252,1054.6357899253667
5,1351391.8534886516,833.7639327113945
6,1011125.5427656852,730.8690462224686
7,906509.2141080037,651.7965270655687
8,790754.8689822454,585.2681455185615
9,859218.5349019468,515.8433013969026
10,629064.227481376,460.6683390033204
